"AgeCurrent","Location","SchoolType","SchoolLocation","SchoolYear","SchoolYearTEXT","SchoolFinish","IdentityEthnicity","IdentityRace","IdentityReligion","IdentityDisability","IdentityNeuro","IdentitySexuality","IdentitySexualityTEXT","IdentityGender","IdentityGenderTEXT","IdentitySex","IdentitySexTEXT","MAttraction","MAttractionTEXT","MSelfIdentity","MSelfIdentityTEXT","MSAHom","MSAHomTEXT","MSAHet","MSAHetTEXT","MRHom","MRHomTEXT","MRHet","MRHetTEXT","MComingOut","MComingOutTEXT","MComingOutWho2","MComingOutWho2TEXT","MComingOut3","MComingOutFamily4","MComingOutFamily4TEXT","RPDS","ACQ","IntHom1","IntHom2","IntHom3","HSS1Q1","HSS1Q2","HSS2Q1","HSS2Q2","HSS3Q1","HSS3Q2","HSS4Q1","HSS4Q2","HSS5Q1","HSS5Q2","HSS6Q1","HSS6Q2","HSS7Q1","HSS7Q2","HSS8Q1","HSS8Q2","HSS9Q1","HSS9Q2","HSS10Q1","HSS10Q2","HSS11Q1","HSS11Q2","HSS12Q1","HSS12Q2","HSS13Q1","HSS13Q2","HSS14Q1","HSS14Q2","ACQ2","DERS1","DERS2","DERS3","DERS4","DERS5","DERS6","DERS7","DERS8","DERS9","DERS10","DERS11","DERS12","DERS13","DERS14","DERS15","DERS16","SASI1","SASI2","SASI3","SASI4","SASI5","SASI6","SASI7","SASI8","SASI9","SASI10","RaceDemog","ReligionDemog","GenderGroup","SexualityGroup","HSS1","HSS2","HSS3","HSS4","HSS5","HSS6","HSS7","HSS8","HSS9","HSS10","HSS11","HSS12","HSS13","HSS14","SMA_RSS","IntHom","Clarity","Goals","Impulse","Strategies","Nonacceptance","DERS","goodsasi","badsasi","SASI"
17,8,3,2,1,11,NA,"10","6",8,"4","1","1,2",NA,"2",NA,"2",NA,1,9,1,10,2,NA,2,NA,1,16,2,NA,1,11,5,NA,2,1,14,2,5,5,4,3,4,4,4,3,3,4,4,4,5,6,5,4,3,3,6,5,6,6,4,5,5,6,6,6,3,3,6,6,4,2,2,5,4,4,5,5,5,5,4,5,3,5,5,5,5,4,2,4,4,2,1,4,3,5,2,"6","2","2","1",16,12,12,16,30,20,9,30,36,20,30,36,9,36,22.2857142857143,12,4,15,14,22,14,69,19,12,31
26,2,1,3,2,NA,"3","10","6",8,"4","1","1,2,3",NA,"2",NA,"2",NA,1,18,1,18,1,23,2,NA,1,23,2,NA,1,21,1,NA,2,1,21,4,5,2,2,2,4,3,NA,2,3,2,2,2,2,2,3,2,2,2,3,2,4,2,4,3,2,2,4,3,4,3,3,4,4,4,4,5,4,2,2,5,4,2,2,2,2,2,2,4,4,4,4,4,5,4,4,4,5,5,5,"6","2","2","1",12,NA,6,4,4,6,4,6,8,12,4,12,12,12,NA,6,8,14,10,12,6,50,21,23,44
17,8,2,2,1,12,NA,"11","6",8,"5","1","3",NA,"1",NA,"2",NA,1,14,1,14,1,15,2,NA,1,14,1,15,1,14,1,NA,1,1,15,1,5,4,3,3,3,2,3,2,2,3,3,3,2,1,4,4,2,1,4,5,5,4,5,4,4,4,3,3,6,4,6,4,4,5,4,5,4,4,5,5,5,5,5,4,4,4,5,5,5,2,4,4,2,2,2,2,4,4,2,"6","2","5","1",6,6,6,9,2,16,2,20,20,20,16,9,24,24,12.8571428571429,10,9,15,13,23,14,74,14,14,28
16,7,1,2,1,10,NA,"10","6",8,"4","3","6",NA,"1",NA,"1",NA,1,11,1,11,1,14,1,9,2,NA,1,14,1,11,1,NA,1,1,13,3,5,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,5,5,5,5,2,2,3,3,4,4,3,3,4,2,4,3,3,2,2,4,3,3,4,4,3,3,4,3,4,4,4,4,5,5,5,4,3,4,5,"6","2","1","2",1,2,4,2,1,2,2,2,25,25,4,9,16,9,7.42857142857143,3,6,10,10,15,10,51,21,22,43
24,3,3,2,2,NA,"3","10","6",8,"4","1","7",NA,"3,5",NA,"2",NA,1,12,1,14,1,12,1,19,1,16,2,NA,1,14,1,NA,2,1,16,4,5,1,1,1,5,3,5,3,6,5,6,5,3,3,6,6,3,3,6,5,6,6,6,6,6,6,6,6,4,3,6,6,4,2,2,2,2,2,3,2,2,4,4,2,2,4,4,2,3,5,2,5,5,4,5,5,5,5,5,"6","2","3","4",15,15,30,30,9,36,9,30,36,36,36,36,12,36,26.1428571428571,3,4,6,6,14,12,42,24,22,46
16,1,1,3,1,11,NA,"17","6",8,"5","2","7,10",NA,"3,6","non binary/other/questioning but not cis","2",NA,1,12,1,14,1,14,2,NA,2,NA,1,14,1,14,1,NA,2,1,14,4,5,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,4,1,1,1,1,2,2,2,1,1,1,1,1,1,4,2,2,1,1,2,1,3,1,5,5,1,1,5,5,2,5,5,5,5,5,5,5,5,5,5,5,"6","2","3","2",2,1,1,1,6,1,1,4,1,2,4,1,1,1,1.92857142857143,3,4,6,3,14,15,42,25,25,50
16,6,2,2,1,11,NA,"10,12","6",8,"5","1","9",NA,"2",NA,"2",NA,2,NA,1,15,2,NA,2,NA,2,NA,2,NA,1,15,2,NA,2,1,15,5,5,1,1,NA,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,4,2,2,1,1,2,1,1,1,1,2,2,1,1,2,2,3,5,5,5,5,5,5,5,5,5,5,"6","2","2","3",1,1,1,8,1,1,1,2,1,2,1,1,1,1,1.64285714285714,NA,4,4,4,9,4,25,25,25,50
16,8,1,2,1,11,"4","10","6",8,"5","1","7",NA,"1,3,5,6","demiboy","2",NA,1,11,1,11,1,15,2,NA,1,11,1,9,1,11,1,NA,2,1,13,3,5,2,1,4,3,3,5,5,4,3,2,3,1,2,4,3,2,2,4,2,5,4,4,3,4,4,5,4,4,3,4,4,4,4,2,5,1,2,3,2,3,2,1,3,2,2,2,2,4,5,4,2,5,5,5,4,5,5,5,"6","2","5","4",9,25,12,6,2,12,4,8,20,12,16,20,12,16,12.4285714285714,7,6,9,7,13,5,40,21,24,45
16,3,1,2,2,NA,"4","11","6",2,"5","2","8,9",NA,"2",NA,"2",NA,2,NA,1,14,2,NA,2,NA,2,NA,1,14,1,14,2,NA,1,1,14,6,5,4,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,6,6,6,1,1,1,1,1,1,4,3,2,2,1,3,2,4,2,5,4,2,3,4,5,4,4,4,2,4,3,2,2,3,2,3,3,"6","1","2","3",2,1,1,1,1,1,1,1,9,30,36,1,1,1,6.21428571428571,10,5,10,5,17,13,50,16,12,28
18,7,2,2,2,NA,"6","10","6",8,"5","1","1",NA,"2",NA,"2",NA,1,14,1,14,1,17,2,NA,1,17,2,NA,1,14,1,NA,2,1,14,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,5,4,5,3,3,1,1,2,1,2,2,4,4,3,4,2,3,4,2,4,5,2,3,2,4,4,4,3,5,4,5,5,5,5,4,5,5,5,"6","2","2","1",1,1,1,1,1,1,1,2,20,20,9,1,2,4,4.64285714285714,3,7,10,9,16,11,53,24,24,48
16,5,1,1,1,11,NA,"9","1",8,"4","1","9,10",NA,"3,4",NA,"2",NA,1,8,1,10,1,13,2,NA,2,NA,1,12,1,14,5,NA,2,1,15,2,5,4,3,2,4,3,5,3,1,1,4,4,5,5,3,2,2,3,3,2,5,5,5,4,6,6,4,4,5,4,2,4,4,4,4,5,4,5,5,4,5,5,5,5,4,5,5,4,5,3,2,4,2,3,2,3,3,5,3,"1","2","3","2",12,15,1,16,25,6,6,6,25,20,36,16,20,8,15.1428571428571,9,8,13,14,24,15,74,18,12,30
16,8,1,2,1,11,NA,"10","6",8,"5","1","2,3,7,9,11","Unlabeled","3,5",NA,"2",NA,1,14,1,14,2,NA,2,NA,2,NA,1,13,1,14,1,NA,2,1,14,3,5,1,1,1,5,3,1,1,2,1,4,4,1,2,4,3,1,1,3,2,5,4,4,4,3,3,2,2,2,2,5,5,4,3,2,5,4,5,3,4,5,3,2,5,3,2,3,4,5,5,2,4,5,5,5,4,5,4,5,"6","2","3","3",15,1,2,16,2,12,1,6,20,16,9,4,4,25,9.5,3,5,13,14,19,7,58,22,22,44
17,7,1,1,1,12,NA,"10","6",7,"6","1","9",NA,"6","Agender","2",NA,2,NA,1,12,2,NA,2,NA,1,13,2,NA,1,13,5,NA,2,1,16,3,5,5,3,NA,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,2,3,2,4,2,NA,NA,NA,NA,NA,NA,4,4,4,2,1,1,1,1,1,1,1,2,2,2,2,1,2,5,2,3,4,3,2,2,3,5,2,"6","3","3","3",1,1,1,4,1,1,1,1,6,6,8,NA,NA,NA,NA,NA,8,4,4,8,4,28,18,13,31
17,9,1,1,1,12,NA,"10","6",2,"5","1","7,9",NA,"3,4,5",NA,"2",NA,1,9,1,10,2,NA,2,NA,1,14,1,12,1,12,1,NA,2,1,14,3,5,1,4,1,3,1,4,2,5,2,4,3,4,3,4,3,2,2,5,5,6,6,6,5,6,5,4,3,5,5,6,6,4,3,3,5,2,3,5,5,5,5,5,5,4,5,5,5,5,5,2,4,5,5,4,4,2,4,5,"6","1","3","3",3,8,10,12,12,12,4,25,36,30,30,12,25,36,18.2142857142857,6,6,15,12,22,15,70,22,18,40
17,7,3,2,1,11,NA,"12","6",7,"5","1","2,6,7",NA,"3,5",NA,"2",NA,NA,NA,1,15,2,NA,2,NA,1,16,2,NA,1,13,1,NA,1,1,14,4,5,2,3,1,4,3,3,1,5,4,3,2,2,1,4,3,2,1,5,4,5,4,6,5,5,4,5,4,4,3,5,4,4,2,2,4,1,2,2,3,2,4,4,1,3,2,3,2,4,5,4,5,5,4,4,5,5,4,5,"6","3","3","2",12,3,20,6,2,12,2,20,20,30,20,20,12,20,14.2142857142857,6,4,9,4,14,10,41,23,23,46
22,7,2,2,2,NA,"1,6","10,12","6",8,"5","3","3,4,7",NA,"3,4,5",NA,"1",NA,1,9,1,13,1,17,1,16,1,18,1,16,1,16,1,NA,1,1,18,3,5,3,3,4,4,3,3,3,5,5,4,4,2,2,6,5,3,3,3,4,4,5,5,4,4,4,4,5,5,5,5,6,4,2,2,2,2,2,2,4,4,2,2,2,2,2,4,3,4,5,2,4,4,2,4,4,5,5,4,"6","2","3","1",12,9,25,16,4,30,9,12,20,20,16,20,25,30,17.7142857142857,10,4,9,8,14,6,41,20,19,39
17,7,2,2,1,NA,NA,"10,12","6",6,"4","1","6,9,11","Aceflux","2,5",NA,"1",NA,1,11,1,13,1,16,1,14,2,NA,1,14,1,15,1,NA,2,1,15,5,5,3,3,2,2,2,2,2,4,4,3,3,1,2,4,3,3,3,2,2,4,4,5,5,3,3,4,3,3,3,4,4,4,2,2,4,4,3,2,4,3,4,2,4,3,2,3,3,3,5,2,4,3,4,4,2,4,3,4,"6","1","4","2",4,4,16,9,2,12,9,4,16,25,9,12,9,16,10.5,8,4,11,11,14,8,48,18,17,35
16,8,3,2,1,11,NA,"10","6",8,"5","1","2,11","Demi-sexual","2",NA,"2",NA,1,12,1,13,1,15,1,15,1,14,2,NA,1,13,1,NA,1,1,14,2,5,2,1,2,2,2,2,1,3,2,2,2,2,2,4,2,1,1,2,2,1,2,2,2,2,2,4,3,4,3,4,4,4,2,3,4,2,3,4,4,4,4,5,3,4,4,4,5,5,5,2,4,5,4,3,4,5,5,3,"6","2","2","1",4,2,6,4,4,8,1,4,2,4,4,12,12,16,5.92857142857143,5,5,13,9,20,13,60,22,18,40
17,8,1,2,1,12,NA,"9,10","1,6",8,"4","1","9,10,11","Pansexual/panromatic as I'm asexual","4",NA,"2",NA,1,10,1,14,2,NA,2,NA,1,13,2,NA,1,12,1,NA,2,1,15,2,5,2,1,2,4,2,2,1,5,2,1,3,1,1,6,4,2,1,4,3,6,4,6,5,5,4,3,4,4,3,6,6,4,5,4,5,3,5,5,4,4,5,5,5,3,5,5,4,5,4,2,4,5,5,5,4,5,4,5,"9","2","3","2",8,2,10,3,1,24,2,12,24,30,20,12,12,36,14,5,9,13,12,23,15,72,21,22,43
24,3,1,1,2,NA,"1","1","6",2,"5","2","4",NA,"2",NA,"2",NA,1,18,1,19,1,22,1,22,1,19,1,19,1,16,2,NA,1,2,NA,3,5,4,5,2,4,3,6,3,6,4,6,5,3,2,2,2,6,3,6,2,1,5,3,2,2,2,3,1,1,1,4,2,4,2,4,3,1,2,2,5,2,2,1,1,2,4,5,5,2,5,4,5,5,5,5,5,4,5,5,"6","1","2","1",12,18,24,30,6,4,18,12,5,6,4,3,1,8,10.7857142857143,11,6,13,4,13,7,43,25,23,48
16,8,4,1,1,11,NA,"10","6",8,"5","2","6,9,11","Aromantic","1",NA,"1",NA,2,NA,1,15,2,NA,2,NA,2,NA,2,NA,1,15,1,NA,1,1,16,3,5,2,2,1,1,1,1,1,3,2,2,1,1,1,3,2,1,1,2,1,3,2,3,2,3,2,3,2,2,1,4,3,4,5,5,5,3,2,1,3,2,5,5,2,2,5,5,5,3,5,2,4,4,4,2,4,4,4,2,"6","2","1","2",1,1,6,2,1,6,1,2,6,6,6,6,2,12,4.14285714285714,5,10,13,7,13,15,58,21,14,35
23,9,1,1,2,NA,"3","10","6",8,"4","1","7",NA,"3,5",NA,"2",NA,1,15,1,18,1,18,1,19,1,21,1,20,1,19,1,NA,2,1,23,4,5,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,2,2,6,6,6,6,6,6,6,6,4,4,6,6,4,4,4,4,2,1,1,2,2,1,1,2,2,3,1,2,4,5,4,4,4,4,4,4,4,4,5,"6","2","3","4",2,4,4,4,2,1,1,4,36,36,36,36,16,36,15.5714285714286,6,8,8,6,9,5,36,21,21,42
17,9,3,1,1,12,NA,"10,12","6",7,"5","2","6",NA,"1,5",NA,"2",NA,1,13,1,13,2,NA,1,17,2,NA,1,17,1,13,1,NA,1,2,NA,2,5,4,5,4,2,1,2,1,4,3,2,2,1,1,3,3,1,1,1,1,4,2,6,5,5,2,3,4,3,3,6,6,4,3,4,5,1,2,3,5,2,5,5,3,3,5,5,4,5,2,1,2,4,1,2,1,3,2,2,"6","3","5","2",2,2,12,4,1,9,1,1,8,30,10,12,9,36,9.78571428571429,13,7,14,6,18,15,60,8,12,20
21,7,3,2,2,NA,"6","12","6",6,"4","1","10",NA,"4",NA,"2",NA,1,8,1,8,1,14,1,14,1,10,1,12,1,10,2,NA,1,1,10,2,5,1,1,1,3,2,3,2,4,5,3,3,1,1,3,2,2,2,1,1,6,4,6,4,6,6,3,3,3,3,2,5,4,5,5,5,5,5,5,5,5,4,4,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,"6","1","3","2",6,6,20,9,1,6,4,1,24,24,36,9,9,10,11.7857142857143,3,10,15,15,23,12,75,25,25,50
17,9,1,3,1,12,NA,"10","6",2,"5","2","2,8",NA,"2",NA,"2",NA,1,16,1,17,2,NA,2,NA,2,NA,2,NA,1,17,1,NA,2,2,NA,3,5,5,2,3,5,3,3,3,4,2,6,4,4,2,3,4,2,1,4,2,6,4,3,3,2,3,5,3,5,4,6,4,4,4,5,4,2,5,4,5,2,3,2,3,2,3,5,3,4,4,2,3,4,2,3,3,4,4,5,"6","1","2","1",15,9,8,24,8,12,2,8,24,9,6,15,20,24,13.1428571428571,10,9,12,7,20,8,56,16,18,34
20,9,5,3,2,NA,"1","10","6",8,"4","1","7",NA,"4,5",NA,"2",NA,1,16,1,14,2,NA,2,NA,2,NA,2,NA,1,16,2,NA,1,1,16,3,5,1,1,1,2,1,3,2,4,2,2,2,1,2,4,2,1,1,2,2,5,3,1,1,4,3,2,2,1,1,3,3,4,4,3,3,2,2,2,3,1,2,1,1,2,4,3,3,2,4,5,4,5,5,5,4,5,4,5,"6","2","3","4",2,6,8,4,2,8,1,4,15,1,12,4,1,9,5.5,3,7,9,4,11,7,38,21,25,46
16,8,1,2,1,11,NA,"10,11,12","6",2,"6","1","6,8,9",NA,"3,4",NA,"2",NA,1,13,1,14,1,15,1,15,2,NA,1,11,1,14,1,NA,2,1,15,4,5,2,4,1,2,1,2,1,3,2,2,3,1,1,1,1,1,1,3,2,4,3,4,3,5,4,3,3,2,2,3,2,4,4,3,4,2,3,2,4,2,1,2,1,2,2,1,3,4,4,2,3,4,2,2,2,3,2,2,"6","1","3","2",2,2,6,6,1,1,1,6,12,12,20,9,4,6,6.28571428571429,7,7,11,5,12,5,40,13,13,26
16,7,1,2,1,11,NA,"7","4",8,"5","2","10",NA,"1,3,5",NA,"2",NA,1,12,1,14,2,NA,2,NA,2,NA,2,NA,1,14,1,NA,1,1,14,2,5,3,4,4,4,2,1,1,4,3,2,2,6,5,2,2,1,1,1,1,6,6,6,6,6,6,5,5,3,4,4,3,4,4,5,4,1,3,2,4,1,5,3,2,1,5,5,1,3,5,5,5,2,4,5,4,5,5,5,"4","2","5","2",8,1,12,4,30,4,1,1,36,36,36,25,12,12,15.5714285714286,11,9,9,4,14,13,49,23,22,45
25,9,1,2,2,NA,"7","10","6",8,"5","1","7",NA,"1",NA,"1",NA,1,14,1,15,2,NA,1,22,2,NA,1,17,1,15,1,NA,2,2,NA,4,5,1,1,1,5,2,4,3,2,2,5,4,4,3,6,5,5,3,5,4,6,5,6,5,5,5,5,4,4,3,5,5,4,2,2,4,2,3,4,4,2,4,5,2,2,4,3,4,3,5,5,4,4,5,4,4,5,4,5,"6","2","1","4",10,12,4,20,12,30,15,20,30,30,25,20,12,25,18.9285714285714,3,4,12,6,15,13,50,22,23,45
16,6,3,1,1,11,NA,"11","6",8,"5","2","1",NA,"2",NA,"2",NA,1,13,1,14,2,NA,2,NA,2,NA,2,NA,1,15,1,NA,2,2,NA,2,5,4,4,3,4,3,3,2,5,4,4,3,2,2,5,5,3,2,6,5,6,6,6,6,4,4,5,4,2,2,5,4,4,4,4,4,3,5,4,3,3,4,4,4,3,5,3,4,4,4,1,4,4,4,2,2,4,2,4,"6","2","2","1",12,6,20,12,4,25,6,30,36,36,16,20,4,20,17.6428571428571,11,8,11,10,19,13,61,16,15,31
20,7,3,3,2,NA,"1","10","6",8,"5","3","10",NA,"2",NA,"2",NA,1,15,1,16,1,16,1,16,2,NA,1,15,1,16,1,NA,2,1,17,4,5,2,3,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,3,5,4,3,2,2,2,3,4,2,2,2,5,4,2,2,4,2,4,4,5,4,3,4,2,3,3,4,4,5,5,4,5,5,4,5,4,4,1,3,"6","2","2","2",1,1,4,4,1,1,1,6,20,6,4,12,4,10,5.35714285714286,7,4,13,8,20,10,55,19,21,40
16,2,1,1,1,11,NA,"10,12","6",8,"5","1","6,7",NA,"1,5",NA,"2",NA,1,12,1,13,1,13,1,16,2,NA,1,13,1,13,1,NA,1,1,14,3,5,3,NA,2,6,6,5,6,6,6,4,5,1,2,1,2,4,3,6,6,1,1,5,6,4,4,6,6,6,6,6,6,4,3,3,4,3,2,4,5,4,4,5,4,4,5,5,4,5,5,2,4,3,3,4,5,5,5,5,"6","2","5","2",36,30,36,20,2,2,12,36,1,30,16,36,36,36,23.5,NA,6,13,11,20,14,64,22,19,41
17,3,1,2,1,12,NA,"10","6",8,"5","2","3",NA,"1",NA,"1",NA,1,11,1,15,1,16,2,NA,1,16,2,NA,1,15,1,NA,1,1,16,3,5,1,1,4,4,2,1,1,5,4,1,1,1,1,5,4,1,1,1,1,4,2,3,3,2,2,6,4,5,5,6,4,4,2,2,4,1,2,1,4,1,1,2,2,2,1,2,2,2,5,5,5,5,5,5,5,5,5,5,"6","2","1","1",8,1,20,1,1,20,1,1,8,9,4,24,25,24,10.5,6,4,10,4,9,4,31,25,25,50
17,7,1,1,1,12,NA,"7",NA,8,"5","2","3,8",NA,"1",NA,"1",NA,1,12,1,16,2,NA,2,NA,2,NA,2,NA,1,16,1,NA,1,2,NA,3,5,4,4,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,5,1,4,2,2,2,3,3,3,2,5,4,4,4,3,2,1,2,1,2,1,3,3,1,2,3,3,1,2,4,2,4,5,4,2,3,4,3,3,NA,"2","1","1",2,2,4,4,1,4,1,2,5,8,4,9,6,20,5.14285714285714,10,7,5,3,10,9,34,18,16,34
17,8,1,2,2,NA,"4,6","7,10,12,15","2,6",7,"4","1","2,3,7,8,9,10",NA,"3,4,5",NA,"2",NA,1,11,1,12,2,NA,2,NA,1,12,1,13,1,12,2,NA,1,1,12,2,5,2,2,4,3,3,5,4,4,4,3,3,2,4,6,4,2,4,5,5,5,4,6,6,3,2,2,4,5,4,5,4,4,4,5,4,3,3,3,5,5,2,2,2,2,1,5,3,5,4,1,4,3,3,1,1,2,1,2,"9","3","3","2",9,20,16,9,8,24,8,25,20,36,6,8,20,20,16.3571428571429,8,9,12,10,18,5,54,13,9,22
20,7,1,2,2,NA,"1,6","10","6",8,"4","1","1,7",NA,"3",NA,"2",NA,1,12,1,13,1,15,2,NA,1,20,2,NA,1,12,1,NA,1,1,13,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,4,2,2,4,3,2,2,4,2,1,1,4,1,2,2,2,3,5,5,5,5,5,5,5,5,5,5,"6","2","3","1",1,1,1,1,1,4,1,1,1,6,1,1,1,6,1.92857142857143,3,4,10,9,10,4,37,25,25,50
16,3,3,3,1,12,NA,"14","6",8,"5","1","1",NA,"2",NA,"2",NA,1,12,1,13,1,15,2,NA,1,14,2,NA,1,13,1,NA,2,2,NA,3,5,2,2,2,2,6,3,6,4,5,2,6,1,6,4,5,6,4,3,5,6,6,6,6,4,6,3,5,4,5,2,6,4,5,3,4,4,3,5,5,5,4,5,5,4,5,4,4,4,4,3,5,3,4,4,4,4,3,5,"6","2","2","1",12,18,20,12,6,20,24,15,36,36,24,15,20,12,19.2857142857143,6,8,13,14,20,14,69,20,19,39
25,5,3,2,2,NA,"3","12","6",2,"5","2","6",NA,"7",NA,"2",NA,2,NA,1,20,2,NA,2,NA,2,NA,1,18,1,24,1,NA,2,2,NA,2,5,4,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,2,4,4,3,3,5,3,2,1,3,3,4,2,4,2,2,2,2,2,2,3,5,2,2,5,2,1,1,5,5,5,4,4,5,5,5,5,5,"6","1",NA,"2",3,1,1,1,1,1,1,36,12,16,9,15,2,9,7.71428571428571,8,6,5,6,9,13,39,24,24,48
16,3,1,2,1,11,NA,"10,12","6",8,"4","1","3,4,6,7,8",NA,"1,5",NA,"2",NA,1,11,1,11,2,NA,2,NA,2,NA,2,NA,1,11,1,NA,2,1,12,2,5,1,1,1,2,2,3,2,4,3,2,2,1,2,4,3,3,2,2,3,5,5,4,3,3,3,4,3,5,4,5,4,4,3,3,3,1,2,2,3,1,2,2,1,2,2,3,3,2,5,2,5,5,4,5,4,5,4,4,"6","2","5","2",4,6,12,4,2,12,6,6,25,12,9,12,20,20,10.7142857142857,3,6,9,3,11,6,35,22,21,43
17,8,1,1,1,12,NA,"10","6",8,"5","2","1,11","Aromantic (questioning)","2",NA,"2",NA,1,15,1,15,2,NA,2,NA,2,NA,2,NA,1,16,1,NA,2,1,16,2,5,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,5,2,5,2,5,2,4,1,3,2,3,4,4,2,2,4,2,2,2,3,4,5,5,2,2,5,5,4,5,5,5,5,5,5,5,5,5,4,5,"6","2","2","1",1,2,1,4,1,1,1,4,10,10,10,4,6,12,4.78571428571429,3,4,11,8,16,15,54,24,25,49
21,7,3,2,2,NA,"1","10","6",8,"5","1","6",NA,"3",NA,"2",NA,1,13,1,13,1,16,2,NA,1,16,2,NA,1,13,1,NA,2,1,14,3,5,2,1,1,2,1,2,2,3,4,2,3,2,1,3,3,1,1,2,3,5,5,5,4,4,3,4,5,3,3,4,3,4,5,4,2,2,3,3,2,2,3,4,2,2,3,3,2,4,5,3,4,5,5,4,5,5,5,4,"6","2","3","2",2,4,12,6,2,9,1,6,25,20,12,20,9,12,10,4,9,6,6,15,10,46,24,21,45
16,6,6,2,1,10,NA,"10,13","6",8,"5","1","6,8,9,10",NA,"3,4,5",NA,"5",NA,1,9,1,13,2,NA,1,13,2,NA,1,13,1,13,5,NA,2,1,14,4,5,1,5,3,1,3,2,3,4,3,3,2,1,1,4,4,3,2,4,4,6,5,6,6,6,6,6,6,6,6,5,6,4,4,5,4,5,5,5,4,5,5,1,5,4,5,4,4,5,4,1,4,3,4,2,3,3,2,1,"6","2",NA,"2",3,6,12,6,1,16,6,16,30,36,36,36,36,30,19.2857142857143,9,9,12,15,23,11,70,17,10,27
17,7,3,2,1,12,NA,"10","6",8,"4","1","2,6,7",NA,"3,5",NA,"2",NA,1,12,1,14,1,16,2,NA,1,16,2,NA,1,16,1,NA,2,1,16,2,5,4,4,2,5,3,6,3,5,4,5,2,2,2,6,5,3,1,5,3,6,4,6,5,6,4,4,3,5,3,5,3,4,4,4,5,4,4,4,5,5,5,4,3,3,5,5,4,5,4,4,4,4,4,2,2,5,4,5,"6","2","3","2",15,18,20,10,4,30,3,15,24,30,24,12,15,15,16.7857142857143,10,8,14,12,21,14,69,18,20,38
16,9,3,2,1,12,NA,"12","6",8,"5","1","1",NA,"2",NA,"1",NA,1,14,1,13,2,NA,2,NA,1,14,2,NA,1,14,1,NA,2,1,14,4,5,1,1,2,2,3,1,2,5,4,3,5,1,1,3,4,3,2,5,5,6,5,6,5,5,3,3,2,3,3,3,5,4,2,2,5,2,2,2,5,3,1,4,1,2,1,5,5,4,5,5,5,5,4,5,5,4,5,4,"6","2","4","1",6,2,20,15,1,12,6,25,30,30,15,6,9,15,13.7142857142857,4,4,15,6,15,6,46,24,23,47
17,7,1,2,1,11,"1","10","6",6,"4","1","1",NA,"4",NA,"2",NA,1,11,1,12,1,15,1,13,1,13,1,9,1,14,2,NA,1,1,17,2,5,1,1,1,4,3,3,1,6,6,4,3,2,1,6,5,5,3,6,6,5,2,3,2,5,3,6,6,5,4,6,6,4,2,2,1,1,1,2,4,1,1,1,1,2,1,2,1,4,5,5,5,5,4,5,5,5,4,5,"6","1","3","1",12,3,36,12,2,30,15,36,10,6,15,36,20,36,19.2142857142857,3,4,6,3,11,3,27,23,25,48
17,9,1,2,2,NA,"7","10","6",8,"4","1","7",NA,"5",NA,"2",NA,1,8,1,9,1,14,2,NA,1,14,1,11,1,11,1,NA,1,1,14,3,5,1,1,1,5,5,2,3,2,1,4,3,2,2,5,5,3,2,5,6,1,1,3,2,5,3,6,5,5,4,5,5,4,5,5,4,3,4,5,4,3,4,5,4,5,5,5,4,5,5,4,5,5,4,4,4,5,5,5,"6","2","5","4",25,6,2,12,4,25,6,30,1,6,15,30,20,25,14.7857142857143,3,10,12,10,24,14,70,23,23,46
16,5,3,3,1,11,NA,"12","6",8,"6","1","9",NA,"5",NA,"2",NA,1,13,1,14,2,NA,2,NA,2,NA,2,NA,1,15,1,NA,2,2,NA,2,5,1,1,1,5,4,3,2,4,4,4,4,4,2,5,4,4,3,4,5,6,5,5,6,6,5,5,5,3,3,5,5,4,5,4,5,2,5,4,4,2,2,3,4,3,2,4,4,4,4,2,4,4,2,2,3,4,3,4,"6","2","5","3",20,6,16,16,8,20,12,20,30,30,30,25,9,25,19.0714285714286,3,9,13,8,20,7,57,16,16,32
